plan_id,plan_date,plant_id,yard_id,customer_id,region,product_cat,product_grade,priority_tier,priority_score,mode_pref,distance_km,rail_speed_kmph,transit_hours,lp_tph,lp_cutoff_active,lp_shift_util,effective_lp_tph,siding_slots,inventory_t,production_forecast_t,order_demand_t,sla_days,lead_days,rake_available,rake_type,wagons_available,wagon_type,route_block_hours,min_rake_tonnage,planned_qty_t,load_hours,siding_queue_hours,expected_demurrage,utilization_pct,terminal_cost,late_penalty_per_t_day,road_cost_per_t_km,rail_cost_total,road_cost_total,choose_rail_label,selected_for_rake_label,on_time_label
PLANG4IQ9E,16-04-2025,P_BSP,CMO_KOLKATA,CUST0095,East,Coil,TMT,Normal,50.6,Rail,722,29.4,20.7,1149.8,0,0.55,1019.9,1,1367.5,718,1302.1,7,5,1,MIX60,46,BOST,5,2850,1302.1,1.28,10.68,41095.75,36.2,79406.65,207.5114924,1.522969107,1492694.33,1431767.93,0,0,1
PLANNZ9JN7,16-02-2025,P_BSP,CMO_CHENNAI,CUST0104,South,Rod,HB,High,95,Rail,1152,35.3,27.8,1540.3,0,0.56,1370.8,2,1817.9,1002.8,1943.4,8,5,1,MIX60,63,BOST,6,2850,1943.4,1.42,4.86,466.62,54,91615.69,60,1.956453022,2884295.66,4380100.77,1,0,1
PLANK98XVI,13-01-2025,P_BSP,CMO_KOLKATA,CUST0037,East,Coil,TMT,Normal,27,Rail,646,44,14.3,1177,0,0.67,1078.6,4,2453.5,521.5,1531.7,2,4,0,RT58,39,BCNHL,9,2700,1531.7,1.42,3.54,0,42.6,79575.92,142.6542082,1.668926201,1611410.2,1651366.09,1,0,0
PLAN673KLL,29-04-2025,P_BSP,CMO_DELHI,CUST0352,North,Plate,A,Normal,39.9,Rail,745,34.2,19.8,1115.2,0,0.85,1073.9,3,733.9,472.3,1734,4,5,0,RT45,39,BOXN,7,2200,1017.3,0.95,11.07,32094.01,35.9,77407.14,192.7293081,1.56515492,1247002.46,1186212.91,0,0,1
PLANZCUH1I,22-01-2025,P_BSP,CMO_DELHI,CUST0216,North,Plate,HB,High,70.4,Rail,1458,32.2,41.3,1179.3,1,0.9,976.3,4,2394.7,877.3,3314,6,5,0,RT59,45,BOXN,11,2750,2921.1,2.99,8.01,36798.35,78.6,84440.59,198.4408659,1.756095785,5835761.82,7479148.38,1,0,1
PLAN8YATYE,28-04-2025,P_BSP,CMO_DELHI,CUST0069,North,Plate,HR,Normal,91,Rail,1411,43.9,26.4,1674,0,0.62,1516,4,648.2,343.6,1206.8,9,1,1,RT59,68,BOXN,3,2750,854.4,0.56,9.88,18979.06,23,83159.23,177.6726931,1.694442096,2143161.93,2042748.9,0,0,1
PLAN737FEN,21-01-2025,P_BSP,CMO_BHOPAL,CUST0374,Central,Slab,S1,VIP,96.3,Rail,947,42.8,30.7,1340,0,0.8,1272,3,4541.6,922.8,2473.1,2,4,1,RT59,46,BRN,1,2750,2473.1,1.94,4.27,0,64.5,72546.07,148.06499,1.562108085,3187304.07,3658497.28,1,0,1
PLANTD7KFN,27-03-2025,P_BSP,CMO_MUMBAI,CUST0073,West,Coil,TMT,Normal,41.8,Rail,1733,31.2,48.4,1047.4,0,0.65,955.3,2,1445.5,1214.2,1580.1,7,5,1,RT59,50,BRN,8,2750,1580.1,1.65,1.24,0,41.2,59336.24,134.1785683,1.844622282,2544865.61,5051153.73,1,0,1
PLAN8K6P62,04-02-2025,P_BSP,CMO_BHOPAL,CUST0114,Central,Wire,HB,VIP,109.5,Rail,1149,34.6,32.2,1574.5,0,0.94,1549.2,4,3392.6,1320.3,1775.7,2,1,1,RT59,50,BRN,1,2750,1775.7,1.15,5.61,0,46.3,46030.99,179.5441262,1.1,2328361.6,2244307.23,0,0,1
PLANJ4XYBR,01-09-2025,P_BSP,CMO_MUMBAI,CUST0397,West,Coil,S1,Normal,27.3,Rail,381,47.5,14.7,1245.1,0,0.51,1092.6,2,909.7,539.6,1791.2,2,5,0,RT45,59,BOBRN,8,2200,1233.5,1.13,10.6,40909.73,45.7,89725.47,117.5486904,1.905735429,944487.24,895626.09,0,0,1
PLANXFX3AT,26-01-2025,P_BSP,CMO_MUMBAI,CUST0295,West,Coil,S1,High,60.3,Rail,947,45.1,25.8,984.3,0,0.89,957.7,2,2552.1,1511.8,1122.4,1,8,1,RT58,30,BOST,7,2700,1122.4,1.17,11.8,38778.78,32.3,81283.1,70.87708149,1.542137986,1230235.43,1639158.2,1,0,0
PLAN253IQQ,01-09-2025,P_BSP,CMO_CHENNAI,CUST0069,South,Coil,HB,Normal,51.8,Rail,991,32.8,31.6,1298.4,0,0.78,1225.5,1,894.4,1034.9,2211.9,9,6,1,RT59,40,BOBRN,19,2750,1515.3,1.24,7.77,38757.98,42.8,64702.63,204.3336064,1.682111926,2500259.16,2525964.06,1,0,1
PLANUOLGQE,15-01-2025,P_BSP,CMO_CHENNAI,CUST0132,South,Slab,CR,Normal,58.6,Rail,487,28.1,13.6,1162.5,0,0.79,1100.7,3,1515.6,531.3,219.7,6,3,1,RT45,60,BOXN,2,2200,219.7,0.2,7.89,4562.48,7.7,91359.19,60,1.580954383,872798.15,169152.48,0,0,1
PLAN6XB1Z3,01-10-2025,P_BSP,CMO_KOLKATA,CUST0316,East,Coil,TMT,Normal,20,Rail,1292,41.6,30.9,354.4,0,0.69,327,1,3231.3,631.3,1589.5,2,9,1,RT45,56,BOST,5,2200,1589.5,4.86,0,0,58.9,57698.26,176.9980717,1.543875386,2451034.08,3170554.98,1,0,1
PLAN37C7NX,29-03-2025,P_BSP,CMO_KOLKATA,CUST0264,East,Coil,HB,Normal,49,Rail,901,38.2,16.8,1282.7,0,0.72,1194,5,2618,520.6,2006.5,4,2,0,RT58,47,BOST,5,2700,2006.5,1.68,7.01,12032.6,57.7,86114,224.3732021,1.223059454,2165575.14,2211115.98,1,0,1
PLANXBAF4G,02-11-2025,P_BSP,CMO_CHENNAI,CUST0136,South,Plate,S1,High,68.3,Rail,1232,41.1,28.3,931.2,0,0.92,912,1,2538.5,0,2204.5,4,3,0,RT59,30,BOST,11,2750,2204.5,2.42,5.51,23467.51,62.3,74599.21,136.9518659,1.866692442,3208918.55,5069832.14,1,0,1
PLANELLX8E,13-03-2025,P_BSP,CMO_DELHI,CUST0067,North,Rod,HB,Normal,37,Rail,640,43.8,12.8,881.8,0,0.69,813.3,4,1462.3,1368.3,2171.7,7,7,0,RT58,61,BRN,10,2700,2171.7,2.67,3.73,9197.05,57.6,77999.13,160.0032922,1.531337022,1726851.77,2128386.95,1,0,1
PLANAK8YE7,24-01-2025,P_BSP,CMO_CHENNAI,CUST0190,South,Coil,S1,High,89.9,Rail,1640,34.3,46.6,714.2,0,0.78,674.9,4,965.5,886.7,1010.1,7,5,1,RT58,36,BRN,11,2700,1010.1,1.5,6.55,14057.86,26.8,72916.01,281.7980246,1.831892836,2122312.07,3034647.72,1,0,1
PLAN1TWD96,21-03-2025,P_BSP,CMO_CHENNAI,CUST0005,South,Coil,TMT,High,63.6,Rail,1369,37.4,31.9,1232,1,0.96,1036.4,4,2889,1060,1508.3,4,6,1,RT58,38,BRN,2,2700,1508.3,1.46,8.63,15253.81,40,95698.84,257.9324767,1.870909919,2288269.29,3863172.11,1,0,1
PLANHHWMF1,18-02-2025,P_BSP,CMO_CHENNAI,CUST0294,South,Slab,A,VIP,108.6,Rail,1221,34.6,25.1,1163.1,0,0.51,1021.4,5,1041,839.8,1898.8,5,7,0,RT58,55,BOST,4,2700,1544.9,1.51,4.55,0,44.4,91713.38,289.3106244,2.030422223,2064692.46,3830031.94,1,0,1
PLANGZVG04,26-01-2025,P_BSP,CMO_BHOPAL,CUST0213,Central,Wire,CR,Normal,50.2,Rail,543,34.8,23.1,1437.3,1,0.58,1094,2,1244.8,195.3,1274.5,9,6,1,RT58,62,BRN,9,2700,1274.5,1.16,4.97,4361.79,33.8,53557.16,159.4178076,1.537448048,1409373.24,1063996.3,0,0,1
PLAN2MZ8M6,04-01-2025,P_BSP,CMO_MUMBAI,CUST0315,West,Slab,S1,Normal,55.5,Rail,223,43.4,11.3,1000.6,0,0.69,922.8,4,4257.4,938.3,1924.1,6,2,0,RT45,42,BOST,6,2200,1924.1,2.09,4.59,3025.66,71.3,86242.38,284.5112276,1.766426546,664458.56,757928.23,1,0,1
PLANXHIGX1,02-06-2025,P_BSP,CMO_KOLKATA,CUST0213,East,Wire,HR,High,56.7,Rail,521,40.9,18,1079.7,0,0.58,967.5,1,2558,1182.4,2178.4,2,3,1,RT59,36,BCNHL,7,2750,2178.4,2.25,6.54,12706.06,59.6,78891.06,177.7196353,1.685709454,1538957.24,1913189.88,1,0,1
PLANPZGSVA,03-09-2025,P_BSP,CMO_DELHI,CUST0338,North,Plate,HB,High,57.3,Rail,1303,30.6,44.8,1694.9,0,0.51,1486.4,2,797.8,1179.7,1420.7,2,4,1,RT45,65,BOXN,6,2200,1420.7,0.96,11.4,51881.83,50.1,76747.85,221.796884,1.778581804,2048740.65,3292461.01,1,0,0
PLANNRY632,19-02-2025,P_BSP,CMO_CHENNAI,CUST0298,South,Slab,HR,Normal,30.1,Rail,1260,44.4,29.4,706.3,1,0.64,546.2,1,1796.3,1236.9,2249.8,3,6,1,MIX60,69,BOBRN,27,2850,2249.8,4.12,11.56,100479.64,62.5,76820.19,214.2042323,1.476536321,3659306.34,4185608.38,1,0,1
PLANIIPS8Q,24-01-2025,P_BSP,CMO_MUMBAI,CUST0114,West,Rod,A,Normal,48.2,Rail,566,37.9,10.8,1504,1,0.81,1218.9,1,1644.5,820.2,1622.1,7,4,1,RT58,53,BCNHL,9,2700,1622.1,1.33,0.79,0,45.1,69530.85,310.7294623,1.52749837,1609125.05,1402409.39,0,0,1
PLANDB9BGV,19-01-2025,P_BSP,CMO_CHENNAI,CUST0009,South,Rod,HR,Normal,42.6,Rail,939,44.6,17.5,1005.1,1,0.82,816,4,1444.1,0,1228.6,2,3,1,RT58,43,BOBRN,3,2700,1228.6,1.51,1.09,0,35.3,82962.47,225.4659978,1.599888729,1491014.65,1845720.27,1,0,1
PLAN2ESF4N,04-10-2025,P_BSP,CMO_KOLKATA,CUST0347,East,Wire,CR,VIP,97.4,Rail,1237,33.9,45.2,1978.7,1,0.8,1599.2,1,1470.7,1071.6,2724.7,1,3,1,RT58,38,BOXN,3,2700,2113.7,1.32,4.96,0,57.8,60140.4,152.2137215,1.648305633,2966317.23,4309737.21,1,0,0
PLANDRFDX8,03-01-2025,P_BSP,CMO_KOLKATA,CUST0040,East,Rod,S1,Normal,26.2,Rail,227,34.4,16.7,1380.5,0,0.52,1216.5,5,3964.4,828.6,1461.1,4,6,1,RT59,50,BOXN,5,2750,1461.1,1.2,2.81,0,39.3,105978.56,217.6713371,1.550617631,847433.56,514292.88,0,0,1
PLAN9I8YWG,02-08-2025,P_BSP,CMO_CHENNAI,CUST0123,South,Coil,CR,Normal,75.2,Rail,1439,41.5,33.6,1043,0,0.95,1028.8,2,5983.2,1597.8,794.3,7,1,1,RT58,34,BOBRN,1,2700,794.3,0.77,7.44,2199.67,22.8,70860.31,313.5888253,1.416564904,1630006.88,1619130.43,0,0,1
PLAND4X4PZ,15-03-2025,P_BSP,CMO_DELHI,CUST0114,North,Coil,HR,Normal,40.2,Rail,1174,33.4,35.1,851.6,0,0.9,829.8,4,1762.5,1558,1442.2,5,4,1,RT58,36,BRN,9,2700,1442.2,1.74,4.14,3217.78,38.3,85939.6,228.7147503,1.390619944,2562592.44,2354518.15,0,0,1
PLANJ42RL1,30-03-2025,P_BSP,CMO_DELHI,CUST0167,North,Wire,HB,Normal,40.7,Rail,1336,38.4,39.2,1302.3,0,0.67,1195.2,4,1994.8,1240.2,1972.5,7,6,0,RT58,32,BCNHL,2,2700,1972.5,1.65,7.68,12661.16,54.9,71573.52,153.1543572,1.777437887,3453998.14,4684010.97,1,0,1
PLANEH8HYF,18-01-2025,P_BSP,CMO_DELHI,CUST0164,North,Coil,TMT,Normal,35,Rail,1437,32.7,44.5,722.5,0,0.98,718.8,1,797.5,249.4,2035.8,7,7,1,RT58,53,BOXN,6,2700,947.1,1.32,8.98,20541.94,25.9,69958,178.5381428,1.824438003,2118527.8,2483028.56,1,0,1
PLAN87SW1K,19-01-2025,P_BSP,CMO_KOLKATA,CUST0330,East,Slab,A,Normal,79.4,Rail,890,37.7,24.7,1372.1,1,0.76,1095.1,1,4998,356.5,1037.3,7,1,1,RT45,54,BCNHL,8,2200,1037.3,0.95,0.87,0,37.2,88139.68,121.2752005,1.93938961,1515282.85,1790438.67,1,0,1
PLAN9M94UZ,02-05-2025,P_BSP,CMO_MUMBAI,CUST0165,West,Wire,TMT,Normal,36.7,Rail,745,39.8,18.4,851.6,0,0.72,792.8,3,1217.8,1009,2235.7,1,3,1,RT59,46,BCNHL,7,2750,1823.2,2.3,5.09,7527.85,49.8,78004.51,158.9831378,1.526723558,1519346.78,2073724.18,1,0,0
PLANXY4G8O,15-03-2025,P_BSP,CMO_BHOPAL,CUST0303,Central,Plate,HB,VIP,100.2,Rail,169,40.1,6,957.5,1,0.97,808.5,3,1402.8,333.9,1770.3,8,8,1,RT59,40,BOBRN,9,2750,1603.1,1.98,5.07,9542.51,45.3,77590.62,225.6797525,1.361536093,546996.29,368872.67,0,0,1
PLANN3W9HX,04-07-2025,P_BSP,CMO_KOLKATA,CUST0149,East,Coil,TMT,High,106.2,Rail,1437,37.8,35.8,499.3,0,0.65,455.7,4,2905.3,1153.7,784.5,6,1,1,RT45,69,BCNHL,27,2200,784.5,1.72,2.59,18967.58,28.1,101116.88,246.9798387,1.683059313,1740258.74,1897357.37,1,0,1
PLAN6I62R2,24-02-2025,P_BSP,CMO_BHOPAL,CUST0309,Central,Slab,TMT,Normal,40.1,Rail,278,42,6,1232.5,0,0.94,1213.6,4,2139.9,1170.2,629.8,6,5,0,RT45,55,BOST,7,2200,629.8,0.52,10.11,33491.26,23.3,84609.1,256.4934254,1.54845145,612423.94,271109.69,0,0,1
PLANCXTJYR,24-04-2025,P_BSP,CMO_KOLKATA,CUST0312,East,Slab,TMT,VIP,99.5,Rail,1264,40.9,15.8,1269.8,0,0.6,1144.3,1,2514,1424.4,1948.3,4,6,0,RT59,31,BOST,0,2750,1948.3,1.7,6.61,2079.95,55,65042.03,185.7413929,1.573598597,2794310.21,3875224.47,1,0,1
PLANDIRL48,03-10-2025,P_BSP,CMO_BHOPAL,CUST0025,Central,Coil,TMT,High,89.1,Rail,617,39.5,16.2,1207.1,1,0.9,999.8,5,2718,1237.3,1575.1,9,6,1,RT59,59,BOXN,5,2750,1575.1,1.58,4.03,0,42.4,68836.87,80.81535674,1.511422416,1730003.91,1468855.77,0,0,1
PLAN1XLAXH,16-02-2025,P_BSP,CMO_MUMBAI,CUST0071,West,Slab,HB,Normal,50,Rail,1224,36.2,47.7,769.4,0,0.9,750.2,5,1799.2,645.1,1180.9,9,6,1,RT59,59,BRN,1,2750,1180.9,1.57,9.81,21532.21,30.8,87231.74,135.1991894,1.632183456,1919416.97,2359193.22,1,0,1
PLANNOC2XI,18-02-2025,P_BSP,CMO_CHENNAI,CUST0355,South,Plate,HB,High,73.8,Rail,380,46.4,6,1558.7,0,0.69,1436.4,1,3071,774.2,1365.8,6,4,0,MIX60,40,BOBRN,0,2850,1365.8,0.95,7.71,3234.77,37.9,87282.11,116.0780616,1.645258609,903146.93,853895.8,0,0,1
PLAN3RNC02,04-09-2025,P_BSP,CMO_MUMBAI,CUST0143,West,Slab,HB,Normal,68.2,Rail,803,42.3,19.2,1159.5,0,0.77,1092.4,3,649.2,461.1,1731.2,9,5,1,RT59,32,BOXN,4,2750,925.9,0.85,2.97,0,24.9,83445.04,163.7841665,1.934864296,1346374.48,1438567.15,1,0,1
PLANBLU27X,18-04-2025,P_BSP,CMO_KOLKATA,CUST0187,East,Wire,CR,High,64.1,Rail,1678,33.8,44.6,1069.6,0,0.82,1021.5,3,4824.1,906.9,1714.2,1,3,1,RT59,67,BCNHL,8,2750,1714.2,1.68,16.71,82083.9,46.9,76158.5,168.018999,2.010381821,4658879.26,5782717.76,1,0,0
PLANNPZCU7,04-08-2025,P_BSP,CMO_CHENNAI,CUST0146,South,Coil,HB,Normal,41.9,Rail,1042,43.9,17.2,1400.8,0,0.76,1315.4,5,1621.3,0,1715.2,7,5,1,RT59,58,BOST,6,2750,1621.3,1.23,8.91,24785.49,45.8,76813.45,310.8898336,1.340483022,2008684.65,2264604.78,1,0,1
PLANMPA7DZ,02-02-2025,P_BSP,CMO_BHOPAL,CUST0393,Central,Slab,TMT,High,82.5,Rail,1539,45.3,32.1,1089.9,0,0.5,955,4,3053.1,682.8,1696.2,9,7,0,RT58,33,BOXN,8,2700,1696.2,1.78,3.62,0,46.4,76476.41,185.5930915,1.855766493,3838823.65,4844388.98,1,0,1
PLANVHLTMG,29-04-2025,P_BSP,CMO_DELHI,CUST0375,North,Wire,TMT,Normal,68.5,Rail,147,39.5,7.5,1310.3,0,0.93,1285.7,1,2429.9,1079.6,3180.4,5,1,1,RT58,61,BCNHL,6,2700,3077.7,2.39,10.89,56902.65,85.6,111136.69,197.4799548,1.962133702,529976.86,887712.26,1,1,1
PLANRAEJPF,21-01-2025,P_BSP,CMO_CHENNAI,CUST0019,South,Slab,TMT,Normal,50,Rail,538,39.9,12.1,1004.9,0,0.82,960,4,545.3,1046.6,1442.7,6,4,1,RT45,45,BOBRN,7,2200,1173.3,1.22,2.18,0,43.5,80791.24,256.8581072,1.777613117,1090218.31,1122092.33,1,0,1
PLANAWXD0D,22-03-2025,P_BSP,CMO_DELHI,CUST0002,North,Plate,HB,Normal,58.8,Rail,1617,27.6,56.2,1404,0,0.64,1279.1,3,2061.2,1147.1,2310.5,6,3,1,RT58,51,BOBRN,11,2700,2310.5,1.81,4.68,8689.98,66.4,97590.02,249.461516,1.878348837,3833560.12,7017658.7,1,0,1
PLANL7U1P8,22-01-2025,P_BSP,CMO_CHENNAI,CUST0317,South,Coil,S1,Normal,25.1,Rail,477,34.9,16.6,1397.6,0,0.93,1371.5,5,508.9,376.3,2225.7,5,7,1,MIX60,47,BOXN,1,2850,734.7,0.54,9.18,9346.43,19.4,74159.3,90.43132449,1.857529789,1082656.53,650974.84,0,0,1
PLANOTXOUS,17-02-2025,P_BSP,CMO_BHOPAL,CUST0335,Central,Coil,TMT,High,108.7,Rail,699,45.1,16.7,1086.7,1,0.78,873.6,4,2431.9,286.4,1393.2,9,3,1,MIX60,40,BOXN,7,2850,1393.2,1.59,7.53,23348.16,36.9,97869.77,144.600327,1.586778985,1694871.31,1545279.64,0,0,1
PLANHFRRCV,02-06-2025,P_BSP,CMO_KOLKATA,CUST0263,East,Coil,S1,Normal,27.3,Rail,1389,35.3,41,1238.1,0,0.86,1195.9,3,2059.9,1038.5,610.9,5,9,1,MIX60,64,BOBRN,5,2850,610.9,0.51,9.04,18263.9,17,72624.26,95.60761629,1.615090285,1558474.94,1370468.87,0,0,1
PLAN1EXYB8,15-01-2025,P_BSP,CMO_MUMBAI,CUST0075,West,Rod,CR,Normal,32.4,Rail,1664,39,49.8,1193.8,0,0.75,1118.7,3,839.2,418.2,1506.1,3,8,1,RT59,49,BOST,2,2750,1090.1,0.97,0,0,30.8,62002.17,264.3134715,1.663485639,2326328.61,3017440.52,1,0,1
PLANZ8TRTM,02-04-2025,P_BSP,CMO_DELHI,CUST0129,North,Plate,A,High,91.8,Rail,1243,34.8,42.1,1168.7,0,0.84,1120.8,3,2024.4,331.5,640.2,6,3,1,RT45,37,BOST,8,2200,640.2,0.57,1.67,0,23.7,59235.89,240.0556082,1.614737547,1466743.38,1284957.44,0,0,1
PLAN477Y6Z,04-02-2025,P_BSP,CMO_MUMBAI,CUST0001,West,Coil,HR,High,97.4,Rail,809,41.4,28.5,903,0,0.58,808.8,4,1359.6,885.7,531.4,6,2,1,RT58,44,BOXN,45,2700,531.4,0.66,9.39,91930.77,14.5,65454.23,72.92063994,1.969951638,973682.96,846887.33,0,0,1
PLANLED1LG,03-12-2025,P_BSP,CMO_DELHI,CUST0128,North,Slab,HR,High,71.9,Rail,635,42.4,7.7,938.2,0,0.86,904.4,2,1638.9,789.3,1443.8,1,7,1,RT59,47,BCNHL,5,2750,1443.8,1.6,5.17,1480.56,39.5,71282.42,130.472174,1.807670609,1342492.92,1657295.91,1,0,1
PLAN8Y2WGE,02-01-2025,P_BSP,CMO_CHENNAI,CUST0184,South,Slab,HR,VIP,100.6,Rail,860,42.5,25.4,1103.7,0,0.68,1016.2,5,382.9,1755.4,1855.6,4,4,1,RT58,38,BRN,2,2700,1436.1,1.41,9.08,9270,38.1,59570.03,110.893251,1.542950414,1780631.46,1905614.74,1,0,1
PLANBEC41R,01-11-2025,P_BSP,CMO_MUMBAI,CUST0209,West,Plate,S1,VIP,104.6,Rail,1693,33.2,60.9,1217.2,0,0.53,1074.8,3,860.1,948.8,1650.1,1,2,0,RT59,35,BOBRN,11,2750,1429.4,1.33,6.44,22347.09,40.4,79872.19,242.4883729,1.721377263,2872860.61,4165688.57,1,0,0
PLANN9UQ7R,01-10-2025,P_BSP,CMO_DELHI,CUST0020,North,Slab,A,VIP,122.7,Rail,973,40.6,14.1,979.1,0,0.64,890.4,4,1127.5,869.3,658.4,6,2,0,RT59,44,BOST,7,2750,658.4,0.74,5.61,2789.33,18.6,87239.69,151.2548686,1.405252342,1440799.11,900237.25,0,0,1
PLANZAPUOL,14-03-2025,P_BSP,CMO_CHENNAI,CUST0061,South,Coil,S1,High,67.8,Rail,689,49.5,13.8,1203.6,0,0.9,1174.8,1,914,576.7,949.9,2,7,1,RT59,50,BRN,9,2750,949.9,0.81,4.71,1668.61,24.8,74113.58,176.9792439,1.676720003,1156271.19,1097381.55,0,0,1
PLANXPOUV7,19-03-2025,P_BSP,CMO_MUMBAI,CUST0320,West,Coil,TMT,Normal,40.8,Rail,827,44.5,15.3,627.7,0,0.72,584,5,1319.1,1130.8,1905.4,5,5,1,MIX60,42,BCNHL,8,2850,1905.4,3.26,3.19,4078.78,51.2,71971.98,138.3286869,1.495610102,2017686.2,2356731.25,1,0,1
PLAN5D3NMY,18-03-2025,P_BSP,CMO_MUMBAI,CUST0048,West,Coil,HB,High,74.4,Rail,361,40.6,8.8,1200.7,0,0.9,1171.6,1,1207.9,787.9,2233.9,3,2,1,RT59,35,BOST,5,2750,1680.6,1.43,13.11,65383.87,47.5,63443.18,204.5474247,1.711777319,990064.69,1038529.48,1,0,1
PLANB4BOMZ,26-02-2025,P_BSP,CMO_DELHI,CUST0024,North,Plate,S1,Normal,37.8,Rail,740,28.4,32.9,1219.3,0,0.93,1197.5,1,2166.8,592.5,1216,6,5,1,RT58,32,BOXN,5,2700,1216,1.02,10.15,30716.65,33.3,72187.02,201.1477551,1.322841069,1350059.4,1190345.31,0,0,1
PLANQB09UW,25-01-2025,P_BSP,CMO_CHENNAI,CUST0241,South,Slab,TMT,VIP,141.2,Rail,1003,38.5,17.7,1404.7,0,0.89,1366.6,4,351,716.6,1780.3,9,4,0,RT45,34,BOST,9,2200,781,0.57,5.83,4802.04,28.9,92194.93,82.66965225,1.713514652,1217501.05,1342269.71,1,0,1
PLAN8PDWXE,01-02-2025,P_BSP,CMO_DELHI,CUST0367,North,Coil,S1,Normal,30.5,Rail,1075,49.9,23,1555.7,0,0.53,1374.1,2,5975.9,666.5,1944.3,3,6,1,RT59,60,BOXN,3,2750,1944.3,1.41,4.62,0,52.3,90143.34,254.9382038,1.673042379,3041558.33,3496863.52,1,0,1
PLANZIHZVZ,03-05-2025,P_BSP,CMO_BHOPAL,CUST0255,Central,Plate,HB,VIP,142.6,Rail,1681,47.9,31.7,1371.1,0,0.83,1311.2,4,1250,767.9,3008.8,9,3,0,MIX60,67,BOXN,0,2850,1710.7,1.3,5.41,0,45.3,83651.79,103.5698529,1.528133249,3309481.3,4394432.46,1,0,1
PLANGMFFOH,02-04-2025,P_BSP,CMO_CHENNAI,CUST0049,South,Coil,HB,Normal,47.7,Rail,825,42.8,26.4,1649.4,0,0.77,1553,4,1504.4,1701.6,2906.8,5,3,0,RT59,47,BOBRN,9,2750,2525.4,1.63,1.53,0,71.3,96224.05,229.5225901,1.658631806,2174186.7,3455684.73,1,0,1
PLANK94W6W,01-07-2025,P_BSP,CMO_KOLKATA,CUST0243,East,Coil,A,High,62.7,Rail,1560,35.7,46.2,1192.7,0,0.92,1170.1,5,2583.2,1056.7,2217,2,3,0,RT59,59,BCNHL,3,2750,2217,1.89,3.16,0,60.6,101396.69,156.0937194,1.730083445,3984511.29,5983528.2,1,0,0
PLANUUMO7O,26-03-2025,P_BSP,CMO_KOLKATA,CUST0381,East,Rod,HB,Normal,61.2,Rail,166,40.3,6,1211.6,0,0.55,1075.2,4,5132.5,726.4,366.5,9,5,0,RT59,59,BOXN,7,2750,366.5,0.34,9.67,31417.83,9.9,79952.25,148.4976972,1.493615977,734384.13,90870.1,0,0,1
PLANPKLJ67,18-01-2025,P_BSP,CMO_MUMBAI,CUST0040,West,Plate,A,Normal,34.6,Rail,1182,44.6,22.2,1401.7,0,0.71,1299.5,5,1269.7,777.3,2834.9,3,2,0,RT58,37,BOST,11,2700,1736.1,1.34,3.15,0,49.9,100991.01,229.0424085,1.604232741,2827059.64,3291998.2,1,0,1
PLAN0LJC6W,03-08-2025,P_BSP,CMO_KOLKATA,CUST0202,East,Coil,CR,VIP,127.5,Rail,1308,45.6,44.6,1173.3,0,0.55,1041.8,3,2734.3,242.3,2131,9,6,0,RT59,45,BOXN,11,2750,2131,2.05,5.45,13862.12,57.3,62550.68,212.5663127,1.528044805,3859937.57,4259192.63,1,0,1
PLANO7V1IZ,02-11-2025,P_BSP,CMO_DELHI,CUST0302,North,Plate,CR,High,74.2,Rail,870,41.9,22.5,1117.3,1,0.64,863.4,5,1208.9,77.8,1345.3,6,4,1,RT45,41,BOST,6,2200,1255.6,1.45,7.44,19012.97,46.5,98909.73,224.5355366,1.515979596,1813258.1,1656013.66,0,0,1
PLAN4JQI55,28-04-2025,P_BSP,CMO_CHENNAI,CUST0241,South,Rod,A,Normal,28.2,Rail,1440,45.1,23.4,1543.6,0,0.94,1519.3,4,3178.5,1098.1,3179.7,1,7,1,RT58,53,BOBRN,3,2700,3179.7,2.09,10.19,32897.47,91.4,69745.02,152.3916499,1.692566671,3765656.89,7749870.11,1,0,0
PLANJSYXUF,02-08-2025,P_BSP,CMO_DELHI,CUST0078,North,Rod,CR,High,70.5,Rail,1357,39.6,29.4,1380.9,0,0.95,1364.1,3,2747.1,1090.1,1579,1,2,1,RT58,46,BCNHL,8,2700,1579,1.16,0.6,0,43.9,89728.42,100.2756347,1.542732863,2595563.57,3305618.33,1,0,0
PLANBLPVR7,02-10-2025,P_BSP,CMO_MUMBAI,CUST0310,West,Coil,CR,High,70.2,Rail,383,39.4,12.2,1364.9,0,0.66,1248.8,3,953.8,962.1,3305.3,3,4,1,RT45,38,BRN,1,2200,1531.1,1.23,2.91,0,52.3,95523.28,258.6795888,1.535966196,959805.36,900707.93,0,0,1
PLAN9YT1S4,23-04-2025,P_BSP,CMO_MUMBAI,CUST0239,West,Slab,HB,VIP,115.1,Rail,1483,37.2,35.4,983.9,0,0.91,962.1,2,2559.1,1394.5,1010,5,3,1,RT58,64,BOST,7,2700,1010,1.05,8.95,29421.24,29,64919.44,213.451558,1.546656614,2414320.8,2316628.68,0,0,1
PLANJIDA6U,16-03-2025,P_BSP,CMO_MUMBAI,CUST0345,West,Coil,TMT,High,55.9,Rail,209,42.5,6,1435.9,0,0.77,1351.9,4,767.9,887.7,1500.5,6,9,1,RT58,57,BRN,1,2700,1300.5,0.96,10.3,20531.85,34.5,73419.88,246.0059123,1.560622899,743586.63,424184.33,0,0,1
